Date,sto,rain,inflow,outflow
1994-10-20,2922.87,0.75,23.4,12.03
1994-10-21,2939.02,22,30.08,2.13
1994-10-22,2981.72,0.15,50,0.48
1994-10-23,3029.44,0.05,44.56,1.28
1994-10-24,3062.92,0,32.51,2.95
1994-10-25,3086.67,0,22.46,2.78
1994-10-26,3104.48,0,19.78,4
1994-10-27,3119.18,0,17.61,3.59
1994-10-28,3130.32,0,15.2,6.51
1994-10-29,3135.89,0,12.86,7.99
1994-10-30,3141.34,0,9.63,7
1994-10-31,3144.54,0,10.66,6.79
1994-11-01,3146.62,0,9.59,6.81
1994-11-02,3150.65,3.2,9.4,6.78
1994-11-03,3152.04,0,8.4,7.02
1994-11-04,3152.59,0,7.1,7.25
1994-11-05,3151.05,0,6.77,7.15
1994-11-06,3153.98,0.15,7.46,7.3
1994-11-07,3151.74,0,5.55,7.08
1994-11-08,3152.01,0,7.12,6.74
1994-11-09,3147.82,0,6.03,9.51
1994-11-10,3143.5,4.5,5.86,10.87
1994-11-11,3138.76,0,6.21,10.83
1994-11-12,3133.19,1.2,6.19,8.56
1994-11-13,3133.05,1.1,5.31,8.24
1994-11-14,3131.24,8.3,6.3,8.1
1994-11-15,3128.18,1.9,5.81,8.86
1994-11-16,3125.4,0,6.41,7.8
1994-11-17,3124.7,1.7,6.07,8.09
1994-11-18,3125.96,13.1,8.95,9.1
1994-11-19,3130.84,0,12.66,4.81
1994-11-20,3137.53,0,11.05,4.86
1994-11-21,3142.41,0,12.15,8.62
1994-11-22,3144.79,1.8,10.32,7.94
1994-11-23,3146.32,0.55,9.62,8.86
1994-11-24,3145.63,1.1,7.76,8.45
1994-11-25,3144.24,0,7.47,8.86
1994-11-26,3141.73,0,7.34,9.35
1994-11-27,3142.15,0,7.42,8.39
1994-11-28,3139.38,0,7.04,9.12
1994-11-29,3135.62,0,5.62,9.55
1994-11-30,3132.7,0,6.85,9.76
1994-12-01,3128.67,0.45,6.18,10.2
1994-12-02,3124.65,0,6.08,9.64
1994-12-03,3118.14,0,4.48,10.28
1994-12-04,3112.6,0.05,3.9,10.12
1994-12-05,3107.21,0,4.58,10.36
1994-12-06,3102.52,0,4.35,9.99
1994-12-07,3097.57,1.85,4.78,9.73
1994-12-08,3091.37,1.7,3.86,9.94
1994-12-09,3086.55,1.3,6.1,11.59
1994-12-10,3079.95,0,4.68,10.6
1994-12-11,3075.56,2.1,5.37,10.26
1994-12-12,3070.22,0.55,6.07,9.42
1994-12-13,3065.16,0,4.79,10.55
1994-12-14,3059.01,0.15,4.04,10.42
1994-12-15,3051.78,0,3.79,10.34
1994-12-16,3044.56,0,2.99,10.2
1994-12-17,3038.18,0,3.21,10.46
1994-12-18,3031.39,0,2.76,10.21
1994-12-19,3022.2,0,2.63,10.47
1994-12-20,3016.52,0,3.29,9.79
1994-12-21,3009.11,0,3.1,10.51
1994-12-22,3002.79,0,3.27,9.58
1994-12-23,2996.06,0,3.3,10.67
1994-12-24,2988.69,0,3.12,10.51
1994-12-25,2983.32,0.25,3.72,10.41
1994-12-26,2974.48,0.8,3.14,10.44
1994-12-27,2967.56,0,3.82,10.5
1994-12-28,2960.49,0,2.82,9.93
1994-12-29,2953.43,0,2.71,10.01
1994-12-30,2945.73,0.1,3.75,11.14
1994-12-31,2936.73,0.45,2.84,10.52
1995-01-01,2933.55,0,2.34,6.46
1995-01-02,2927.6,0,2.57,9.68
1995-01-03,2916.53,0.5,2.31,13.2
1995-01-04,2909.96,0.35,2.77,8.98
1995-01-05,2902.99,0.05,2.75,10.13
1995-01-06,2895.38,0,2.51,10.1
1995-01-07,2886.1,0,2.35,10.71
1995-01-08,2877.25,0,2.85,11.61
1995-01-09,2869.94,0.05,2.53,9.83
1995-01-10,2862.4,0,2.37,10.13
1995-01-11,2847.84,0,1.9,16.17
1995-01-12,2839.95,0.25,2.38,9.79
1995-01-13,2831.44,0,1.45,10.59
1995-01-14,2824.77,0,1.65,8.2
1995-01-15,2818.12,0,1.65,8.67
1995-01-16,2809.26,0,1.29,10.16
1995-01-17,2800.2,0,1.56,10.39
1995-01-18,2791.77,0.45,1.71,10.14
1995-01-19,2782.75,0.2,1.71,10.38
1995-01-20,2773.74,0,1.56,10.35
1995-01-21,2764.14,0,1.58,10.57
1995-01-22,2758.06,8.8,3.23,10.52
1995-01-23,2748.5,0,2.34,10.07
1995-01-24,2740.59,0,2.95,10.26
1995-01-25,2732.31,0,2.13,10.65
1995-01-26,2722.82,0,1.88,10.32
1995-01-27,2713.96,0,2.37,10.2
1995-01-28,2704.74,0,1.37,10.5
1995-01-29,2695.54,0.55,1.08,10.77
1995-01-30,2687.36,0,1.55,10.91
1995-01-31,2678,0,1.53,10.27
1995-02-01,2666.68,0,1.32,12.03
1995-02-02,2655.4,0.05,1.4,11.98
1995-02-03,2644.36,0,1.39,12.33
1995-02-04,2635.91,0,1.83,10.87
1995-02-05,2626.3,0.15,1.54,11.34
1995-02-06,2616.13,0,1.19,11.14
1995-02-07,2606.57,0,1.51,11.06
1995-02-08,2597.04,0,1.29,10.78
1995-02-09,2584.44,0.4,1.27,13.24
1995-02-10,2577.1,0,1.11,8.05
1995-02-11,2567.07,0,1.31,10.76
1995-02-12,2560.35,0,1.48,10.51
1995-02-13,2550.38,0,1.58,10.96
1995-02-14,2541.39,0,1.91,10.89
1995-02-15,2531.47,2.1,1.33,11.06
1995-02-16,2522.53,0,1.58,11.09
1995-02-17,2513.62,0,1.75,10.64
1995-02-18,2504.36,0,1.26,11.15
1995-02-19,2495.12,0.05,1.11,10.93
1995-02-20,2484.79,3.9,1.18,10.96
1995-02-21,2475.42,0,1.63,10.96
1995-02-22,2466.83,0,1.84,10.05
1995-02-23,2458.82,0,1.67,10.78
1995-02-24,2448.98,0,1.59,10.86
1995-02-25,2439.9,1.65,1.41,11.11
1995-02-26,2431.97,3.55,1.74,9.65
1995-02-27,2420.36,0,1.15,13.27
1995-02-28,2411.56,1.4,1.98,10.21
1995-03-01,2403.88,2.55,2.44,10.65
1995-03-02,2394.4,0,2.52,11.17
1995-03-03,2384.95,4.95,1.97,11.43
1995-03-04,2375.89,0.3,2.09,10.62
1995-03-05,2369.21,0,2.37,10.66
1995-03-06,2359.3,0,2,11.34
1995-03-07,2346,0,1.5,13.64
1995-03-08,2339.71,0,1.66,7.91
1995-03-09,2328.12,5.45,2.86,14.95
1995-03-10,2319.93,9.2,3.58,11.54
1995-03-11,2314.99,0.25,5.56,8.94
1995-03-12,2314.14,4,5.19,2.89
1995-03-13,2310.59,0,3.79,9.96
1995-03-14,2304.22,0,3.26,10.14
1995-03-15,2299.36,0,3.05,8.42
1995-03-16,2297.9,17.4,6.46,7.4
1995-03-17,2302.37,0,13.72,6.65
1995-03-18,2306.28,1.55,13,5.97
1995-03-19,2312.91,0,9.87,3.75
1995-03-20,2314.96,0,8.29,9.9
1995-03-21,2312.98,0.25,7.28,10.83
1995-03-22,2308.9,0.1,7.18,10.2
1995-03-23,2304.83,1.05,6.84,10.9
1995-03-24,2302.02,5.6,7.52,10.33
1995-03-25,2299.88,0.4,7.53,10.7
1995-03-26,2295.67,0,6.94,10.11
1995-03-27,2290.74,2.75,6.58,11
1995-03-28,2288.09,0,6.27,10.83
1995-03-29,2283.53,0,6.55,11.1
1995-03-30,2278.47,0,6.83,11.29
1995-03-31,2273.77,2.8,6.49,10.96
1995-04-01,2270.32,0,7.55,11.53
1995-04-02,2266.66,0.2,6.71,11.4
1995-04-03,2254.23,0,6.96,20.42
1995-04-04,2248.56,0,6.83,8.94
1995-04-05,2248.26,0,7.16,5.43
1995-04-06,2245.29,0.65,6.41,11.92
1995-04-07,2239.28,0,6.9,10.31
1995-04-08,2232.78,0,5.31,11.79
1995-04-09,2229.17,2.05,5.86,11.47
1995-04-10,2224.42,0,6.62,11.86
1995-04-11,2219.75,5.3,7.92,12.08
1995-04-12,2214.31,0.15,5.94,11.88
1995-04-13,2209.95,0,6.37,11.79
1995-04-14,2205.17,0,7.42,12.11
1995-04-15,2198.75,0,7.06,11.98
1995-04-16,2195.05,0,7.92,12.12
1995-04-17,2189.38,0,7.18,11.37
1995-04-18,2185.57,0,7,11.3
1995-04-19,2181.99,2.05,8.05,12.12
1995-04-20,2177.34,0,6.72,11.67
1995-04-21,2172.7,17.85,8.29,12.44
1995-04-22,2172.42,14.7,13.82,11.21
1995-04-23,2185.6,2.05,25.92,9.26
1995-04-24,2204.56,0,34.08,11.6
1995-04-25,2224.09,0.6,26.14,11.52
1995-04-26,2234.64,0.6,21.63,11.56
1995-04-27,2238.09,0,15.82,15.9
1995-04-28,2242.28,0,15.51,6.77
1995-04-29,2246.18,0,10.6,7.97
1995-04-30,2249.73,0,10.4,10.91
1995-05-01,2248.86,0.05,11.15,11.16
1995-05-02,2245.6,0,9.33,11.79
1995-05-03,2240.83,0,8.05,12.82
1995-05-04,2235.5,0,6.49,12.34
1995-05-05,2229.67,0,7.19,13.04
1995-05-06,2223.71,0,7.4,12.86
1995-05-07,2218.91,0,6.5,12.81
1995-05-08,2211.62,0,5.99,12.65
1995-05-09,2204.49,0,5.5,12.62
1995-05-10,2197.87,6.45,6.46,13.1
1995-05-11,2191.63,0.25,6.46,12.54
1995-05-12,2185.4,0,5.5,12.21
1995-05-13,2176.85,4.1,5.1,12.61
1995-05-14,2170.77,7.5,5.81,13.03
1995-05-15,2160.71,0.35,4.71,14.06
1995-05-16,2152.73,0,5.09,13.03
1995-05-17,2144.42,0,4.28,12.47
1995-05-18,2134.21,0,4.41,13.17
1995-05-19,2129.19,0,4.79,12.66
1995-05-20,2122.38,21.5,7.02,12.75
1995-05-21,2117.5,0.45,7.85,12.72
1995-05-22,2112.63,0.4,9.31,13.22
1995-05-23,2108.47,0,7.98,12.66
1995-05-24,2102.91,0,7.02,12.57
1995-05-25,2096.42,0.7,7.15,13.15
1995-05-26,2086.89,0.05,5.7,13.01
1995-05-27,2080.78,0,5.32,12.82
1995-05-28,2070.73,0.05,5.18,12.43
1995-05-29,2066.18,0,4.84,12.19
1995-05-30,2057.35,0,4.12,12.94
1995-05-31,2049,0,3.76,13.01
1995-06-01,2040.82,0,4.01,13.01
1995-06-02,2031.87,7.15,4.1,13.4
1995-06-03,2022.51,17.6,4.16,13.52
1995-06-04,2013.05,0.25,6.7,13.41
1995-06-05,2011,4.3,7.12,13.05
1995-06-06,2003.24,0.45,7.78,13.31
1995-06-07,1997.48,1.2,6.46,13.11
1995-06-08,1989.17,0,5.57,13.47
1995-06-09,1981.33,0,5.26,13.55
1995-06-10,1971.61,0,4.38,13.33
1995-06-11,1962.7,0,3.91,13.5
1995-06-12,1952.1,0.05,2.94,13.13
1995-06-13,1943.19,0.05,2.99,12.88
1995-06-14,1932.69,0.05,3.1,13.33
1995-06-15,1921.91,0.05,2.45,13.28
1995-06-16,1912.02,0.05,2.45,13.37
1995-06-17,1901.26,0,2.99,13.63
1995-06-18,1892.99,7.95,3.04,9.28
1995-06-19,1885.73,4.15,3.23,13.43
1995-06-20,1875.33,0.05,3.03,13.29
1995-06-21,1865.92,0,4.02,14.71
1995-06-22,1855.41,0.1,3.54,12.93
1995-06-23,1843.75,1.8,3.88,13.29
1995-06-24,1835.03,0,2.8,13.56
1995-06-25,1824.82,9.65,2.45,13.05
1995-06-26,1815.27,8.3,3.46,13.38
1995-06-27,1806.9,0.2,3.62,13.14
1995-06-28,1799.36,2.95,3.6,13.28
1995-06-29,1790.34,0,4.02,12.91
1995-06-30,1783.26,0,4.78,12.85
1995-07-01,1772.52,1.1,4.26,12.69
1995-07-02,1764.13,2.55,3.27,12.55
1995-07-03,1755.94,7.35,4.19,11.55
1995-07-04,1747.79,0,4.79,12.47
1995-07-05,1737.73,0,3.21,13.58
1995-07-06,1728.26,0,1.99,12.17
1995-07-07,1717.8,0,1.81,12.58
1995-07-08,1710.06,18.8,4,11.34
1995-07-09,1762.76,48.9,56.45,1.24
1995-07-10,1928.79,89.65,166.36,0.34
1995-07-11,2088.91,3.15,168.45,1.94
1995-07-12,2183.18,0.95,73.39,10.52
1995-07-13,2223.74,7.1,48.14,20.82
1995-07-14,2250.1,6.75,43.79,19.37
1995-07-15,2281.4,9,38.45,4.57
1995-07-16,2360.21,35.3,93.9,3.09
1995-07-17,2471.39,0.7,130.74,4.85
1995-07-18,2550.18,0.05,62.58,2.05
1995-07-19,2622.43,58.25,81.57,2.87
1995-07-20,2768.56,2.5,189.54,2.68
1995-07-21,2903.44,1.1,106.42,3.27
1995-07-22,2993.91,0,65.12,7.66
1995-07-23,3024.08,4.8,47.25,3.7
1995-07-24,3068.72,10.3,59.24,5.35
1995-07-25,3122.39,11.45,64.02,13.16
1995-07-26,3167.48,0.1,51.27,12.63
1995-07-27,3196.79,0,34.76,12.07
1995-07-28,3214.58,0,27.8,12.36
1995-07-29,3225.66,0,21.47,9.01
1995-07-30,3237.43,0,17.66,7.24
1995-07-31,3241.99,0.8,13.48,11.66
1995-08-01,3253.96,29.1,19,6.35
1995-08-02,3285.74,14.25,43.61,9.76
1995-08-03,3314.63,0.75,40.37,13.71
1995-08-04,3329.87,0.25,26.04,12.86
1995-08-05,3342.22,15.4,25.94,14.96
1995-08-06,3359.37,0.55,29.54,14.4
1995-08-07,3367.34,1.1,23.69,17.08
1995-08-08,3393.18,39.4,41.39,17.57
1995-08-09,3554.42,62.55,290.71,45.69
1995-08-10,3720.26,0,167.54,57.77
1995-08-11,3761.6,0,74.3,57.13
1995-08-12,3754.82,2.5,46.83,61.59
1995-08-13,3734.33,4.3,33.43,57.4
1995-08-14,3708.26,0.05,33.62,58.8
1995-08-15,3680.46,15.7,25.03,54.06
1995-08-16,3651.61,0.35,27.51,55.47
1995-08-17,3618.99,5.55,22.88,58.72
1995-08-18,3583.04,0.05,18.73,56.45
1995-08-19,3567.88,59.1,40.48,56.06
1995-08-20,3751.37,62.55,376.41,64.78
1995-08-21,3974.76,0.75,224.42,75.02
1995-08-22,4031.52,1.5,97.12,75.59
1995-08-23,4058.27,70.65,102.95,76.2
1995-08-24,4487.75,102.7,740.65,149.75
1995-08-25,4927.35,106.5,1106.4,699.49
1995-08-26,4855.41,38.4,575.41,917.41
1995-08-27,4854.79,25.55,382.77,192.29
1995-08-28,4940.15,2.7,181.31,120.73
1995-08-29,4885.4,0,104.67,180.85
1995-08-30,4790.93,13.45,107.93,189.17
1995-08-31,4752.99,0.15,105.88,179.65
1995-09-01,4676.46,0.05,86.3,175.44
1995-09-02,4623.67,25.05,64.67,80.87
1995-09-03,4632.2,0.05,92.01,67.07
1995-09-04,4619.84,0,52.23,73.92
1995-09-05,4586.88,0,38.32,77.93
1995-09-06,4541.23,4.15,29.95,78.24
1995-09-07,4492.07,0.55,28,76.75
1995-09-08,4439.75,0.5,20.79,75.38
1995-09-09,4386.94,5.5,19.59,73
1995-09-10,4332.31,1.1,18.07,72.42
1995-09-11,4277.53,0,16.04,72.85
1995-09-12,4226.27,0,12.6,63.55
1995-09-13,4174.06,0,13.88,64.18
1995-09-14,4119.02,0.15,12.22,64.99
1995-09-15,4070.77,0,11.79,55.38
1995-09-16,4043.26,0.2,10.28,31.36
1995-09-17,4030.44,0,10.92,22.25
1995-09-18,4014.09,0.8,8.28,24.61
1995-09-19,3996.02,0,7.42,22.37
1995-09-20,3981.66,0,8.35,22.71
1995-09-21,3966.95,0,7.02,22.46
1995-09-22,3954.74,0,8.27,20.33
1995-09-23,3942.01,3.5,8.09,19.48
1995-09-24,3931.31,2.45,7.47,18.9
1995-09-25,3917.91,0.35,7.19,25.23
1995-09-26,3900.72,4.05,7.05,20.72
1995-09-27,3890.12,4.4,8.61,19.93
1995-09-28,3877.89,0,6.83,18.97
1995-09-29,3866.42,0,9.05,18.24
1995-09-30,3854.43,0,7.02,18.28
1995-10-01,3844.29,0,6.95,19.16
1995-10-02,3827.7,0,6.33,21.59
1995-10-03,3816.73,0.3,4.7,16.38
1995-10-04,3804.53,0.15,4.19,15.41
1995-10-05,3794.87,0,5.8,15.92
1995-10-06,3783.45,0,4.56,15.98
1995-10-07,3772.6,0,5.22,16.14
1995-10-08,3759.64,0,5.05,18
1995-10-09,3747.42,0,4.56,16.07
1995-10-10,3736.13,0,3.82,15.82
1995-10-11,3726.97,0,4.29,14.15
1995-10-12,3714.65,0,2.51,14.12
1995-10-13,3703.26,0,3.84,15.93
1995-10-14,3691.19,0,3.79,15.15
1995-10-15,3682.68,11,8,15.09
1995-10-16,3672.79,0.05,3.77,14.37
1995-10-17,3663.43,0,4.56,13.2
1995-10-18,3655.7,0.1,4.52,12.95
1995-10-19,3647.62,0.05,3.92,12.02
1995-10-20,3639.55,0,4.13,12.2
1995-10-21,3629.07,0,3.14,14.31
1995-10-22,3618.11,0,3.73,14.68
1995-10-23,3606.67,0,3.34,14.77
1995-10-24,3595.98,2.9,3.05,15.15
1995-10-25,3583.71,0,3.88,15.08
1995-10-26,3571.68,0,3.14,15.16
1995-10-27,3560.59,0,2.62,15.1
1995-10-28,3548.42,0,3.47,14.57
1995-10-29,3537.12,0,3.27,15.25
1995-10-30,3525.66,3.35,3.51,14.96
1995-10-31,3514.72,6.1,3.88,14.56
1995-11-01,3507.28,1.2,3.46,11.59
1995-11-02,3497.97,0,2.43,11.72
1995-11-03,3489.36,0.1,3.07,11.58
1995-11-04,3480.58,0,2.91,11.69
1995-11-05,3473.38,0,2.86,11.49
1995-11-06,3462.95,0,2.76,11.73
1995-11-07,3455.59,10.15,3.57,11.61
1995-11-08,3446.18,0,3.47,12.19
1995-11-09,3436.98,0,3.14,11.98
1995-11-10,3428.48,8,3.94,12.43
1995-11-11,3418.83,0,3.53,12.49
1995-11-12,3415.13,0,3.89,8.69
1995-11-13,3406.48,8.7,3.05,11.66
1995-11-14,3401.62,2.8,4.14,7.63
1995-11-15,3398.62,0,4.76,7.26
1995-11-16,3396.77,0,4.1,5.8
1995-11-17,3394.45,0,4.52,6.17
1995-11-18,3392.8,0.3,4.38,6.71
1995-11-19,3390.48,4.15,3.91,6.91
1995-11-20,3386.51,0,3.08,7.03
1995-11-21,3380.71,0,3.47,9.27
1995-11-22,3373.27,1,3.42,11.53
1995-11-23,3365.56,2.65,2.55,10.93
1995-11-24,3357.67,1.05,3.35,10.9
1995-11-25,3350.27,0,3.28,10.01
1995-11-26,3344.41,0,3.54,10.73
1995-11-27,3336.07,0,2.77,10.43
1995-11-28,3328.42,0,3.51,11.83
1995-11-29,3319.45,0,2.47,11.44
1995-11-30,3309.82,0.95,2.94,12.56
1995-12-01,3301.07,0,2.23,10.32
1995-12-02,3292.33,0,2.19,10.45
1995-12-03,3284.94,0,2.16,9.74
1995-12-04,3277.65,0,2.32,8.94
1995-12-05,3271.04,0,2.29,8.64
1995-12-06,3263.78,0,2.59,9.37
1995-12-07,3256.71,0,2.15,9.4
1995-12-08,3249,0,1.69,9.41
1995-12-09,3240.64,0,1.74,9.37
1995-12-10,3233.8,0,1.27,9.49
1995-12-11,3226.31,0.15,1.74,9.4
1995-12-12,3219.12,0.5,1.57,9.32
1995-12-13,3210.82,0,1.73,9.37
1995-12-14,3203.65,0,2.43,9.6
1995-12-15,3196.02,0,1.71,9.2
1995-12-16,3187.3,0,1.35,9.55
1995-12-17,3179.24,0,1.13,9.19
1995-12-18,3173.23,0,2.78,9.43
1995-12-19,3166.3,0,2.3,9.51
1995-12-20,3158.28,0.05,1.36,9.38
1995-12-21,3149.63,0,1.38,9.38
1995-12-22,3141.64,0,1.5,9.49
1995-12-23,3132.38,0,0.94,9.56
1995-12-24,3126.15,1.4,2.54,9.58
1995-12-25,3117.57,0,0.98,9.57
1995-12-26,3109.45,0,1.5,9.61
1995-12-27,3100.26,1.05,1.44,9.35
1995-12-28,3091.45,2.35,1.14,11.21
1995-12-29,3083.56,0.25,1.19,9.7
1995-12-30,3074.42,0,2.4,9.54
1995-12-31,3065.93,0.4,0.83,9.62
1996-01-01,3057.01,0,1.54,11.09
1996-01-02,3046.4,0.05,1.26,11.23
1996-01-03,3036.9,0.05,1.51,11.02
1996-01-04,3026.34,0,1.09,11.2
1996-01-05,3016.87,2,1.5,10.96
1996-01-06,3005.92,1.3,1.18,11.51
1996-01-07,2996.5,1.75,1.45,10.86
1996-01-08,2985.33,0.4,1.71,12.43
1996-01-09,2976.3,0,1.26,11.52
1996-01-10,2966.07,0,1.42,11.62
1996-01-11,2955.24,0,1.88,11.62
1996-01-12,2945.94,0,1.65,10.96
1996-01-13,2936.82,0,1.24,10.79
1996-01-14,2927.73,10.7,1.23,10.78
1996-01-15,2920.49,7.55,1.65,9.34
1996-01-16,2912.04,0.2,2.86,10.8
1996-01-17,2903.78,0,2.05,10.33
1996-01-18,2895.97,0,2.57,10.55
1996-01-19,2886.71,0,2.29,10.8
1996-01-20,2877.3,0,2.13,10.63
1996-01-21,2869.12,0,1.62,10.41
1996-01-22,2859.75,0,1.81,10.64
1996-01-23,2850.4,0,1.9,10.74
1996-01-24,2840.9,0,2.17,10.73
1996-01-25,2832.79,0,1.38,10.7
1996-01-26,2823.08,0,0.92,10.6
1996-01-27,2812.8,0,1.07,10.74
1996-01-28,2803.14,0.65,1.1,10.8
1996-01-29,2793.5,0.35,0.94,10.75
1996-01-30,2783.89,0,1.48,10.66
1996-01-31,2773.71,0.9,0.79,10.79
1996-02-01,2762.96,0,0.8,11.25
1996-02-02,2752.67,0,0.61,10.96
1996-02-03,2742.57,0,0.67,11.23
1996-02-04,2732.5,10.05,0.75,11.17
1996-02-05,2721.87,2.45,0.83,11.32
1996-02-06,2711.85,0,0.76,11.14
1996-02-07,2700.87,0,0.76,11.2
1996-02-08,2690.32,0.2,0.95,11.42
1996-02-09,2679.4,0.2,0.9,11.19
1996-02-10,2668.51,0,0.92,11.2
1996-02-11,2658.23,0,1.2,11.32
1996-02-12,2648.38,0,1.06,11.07
1996-02-13,2638.39,0,0.81,11.06
1996-02-14,2628.19,0,1.38,11.17
1996-02-15,2618.41,0.1,1.4,11.17
1996-02-16,2609.24,1.65,1.26,11.19
1996-02-17,2599.75,1.15,1.58,11.22
1996-02-18,2590.22,10.2,2.6,11.16
1996-02-19,2581.11,0.15,1.56,11.21
1996-02-20,2571.63,0,1.81,11.45
1996-02-21,2561.05,0,1.97,11.2
1996-02-22,2551.07,0,1.51,11.15
1996-02-23,2542.06,0,1.47,11.2
1996-02-24,2532.52,0,1.43,11.18
1996-02-25,2523,0,1.83,11.17
1996-02-26,2512.57,0,1.3,11.16
1996-02-27,2502.72,0,1.7,11.16
1996-02-28,2493.62,0,1.13,11.11
1996-02-29,2482.89,0.35,1.26,11.21
1996-03-01,2472.74,0.75,1.32,11.15
1996-03-02,2463.17,0,1.52,11.26
1996-03-03,2453.08,0,0.95,11.27
1996-03-04,2443.4,1.55,2,11.12
1996-03-05,2433.91,0,1.26,11.18
1996-03-06,2423.53,0,1.26,11.27
1996-03-07,2416.47,18.65,3.72,8.62
1996-03-08,2413.04,0.15,6.8,8.61
1996-03-09,2407.84,0.7,3.38,8.58
1996-03-10,2402.78,0,3.16,11.1
1996-03-11,2394.12,2.35,2.59,11.25
1996-03-12,2384.78,0,2.91,11.06
1996-03-13,2378.02,0,2.64,10.04
1996-03-14,2369.84,0,2.67,10.31
1996-03-15,2362.17,0.1,2.37,11.03
1996-03-16,2353.13,17.3,4.75,11.12
1996-03-17,2354.51,4.5,11.4,6.27
1996-03-18,2360.92,0.45,11.24,3.2
1996-03-19,2367.9,0,11.62,8.42
1996-03-20,2368.22,0,8.93,8.06
1996-03-21,2367.48,13.95,7.21,8.51
1996-03-22,2369.82,0.55,11.02,7.58
1996-03-23,2372.01,0.45,10.61,8.61
1996-03-24,2372.4,0.25,8.45,8.61
1996-03-25,2370.98,0,7.08,7.59
1996-03-26,2370.3,0,6.36,8.99
1996-03-27,2369.98,0,5.56,6.06
1996-03-28,2370.75,0,8.28,6.97
1996-03-29,2374.08,9.3,9.47,5.58
1996-03-30,2385.9,18.4,20.12,2.1
1996-03-31,2414.93,0,41.15,3.2
1996-04-01,2442.61,0.45,28.75,7.73
1996-04-02,2457.57,0,19.63,7.46
1996-04-03,2466.16,0,16.04,10.25
1996-04-04,2470.67,0,11.89,10.31
1996-04-05,2467.92,0,10.58,12.39
1996-04-06,2465.17,2.9,8.64,11.97
1996-04-07,2464.09,2.65,8.74,12.48
1996-04-08,2458.69,0,7.52,12.36
1996-04-09,2455.52,0,9.23,12.45
1996-04-10,2450.28,0,9.48,12.25
1996-04-11,2447.9,0,8.89,12.4
1996-04-12,2443.67,0,7.64,12.44
1996-04-13,2439.01,0,7.87,11.96
1996-04-14,2433.86,0,6.46,12.41
1996-04-15,2427.93,0,5.79,12.07
1996-04-16,2421.99,0,6.04,11.98
1996-04-17,2418.22,26.85,9.31,13.08
1996-04-18,2417.96,0,14.77,12.19
1996-04-19,2429.22,0,27.26,12.36
1996-04-20,2440.37,0.45,21.85,12.41
1996-04-21,2445.97,0.5,16.36,11.91
1996-04-22,2447.77,0,13.12,12.47
1996-04-23,2448.92,0,10.77,12.32
1996-04-24,2447.27,0,10.49,12.15
1996-04-25,2443.81,0,9.42,12.66
1996-04-26,2441.01,0,9.14,12.16
1996-04-27,2438.35,0,9.42,12.64
1996-04-28,2433.55,0,7.97,16.74
1996-04-29,2425.23,4.4,10.45,16.47
1996-04-30,2421.28,16.5,10.07,16.27
1996-05-01,2425.38,1.9,17.97,16.12
1996-05-02,2427.84,1.5,20.31,16.65
1996-05-03,2428.55,0,17.79,16.22
1996-05-04,2427.15,4.25,15.3,12.22
1996-05-05,2434.11,0,17.88,16.51
1996-05-06,2429.96,0,14.17,13.83
1996-05-07,2427.54,0.2,10.69,17.49
1996-05-08,2421.97,5.25,10.13,17.36
1996-05-09,2414.03,0.25,9.71,17.62
1996-05-10,2406.31,0,8.69,15.83
1996-05-11,2398.62,2.35,8.67,15.78
1996-05-12,2393.16,0,8.06,17.31
1996-05-13,2381.19,0.35,8.34,17.54
1996-05-14,2372.7,0.1,7.91,17.6
1996-05-15,2356,0,5.94,21.86
1996-05-16,2343.83,0,4.47,15.53
1996-05-17,2332.95,0,4.08,16.02
1996-05-18,2319.97,0,3.64,15.7
1996-05-19,2308.61,0,3.39,15.76
1996-05-20,2296.14,5.45,4.86,15.72
1996-05-21,2285.76,4.45,4.31,16.2
1996-05-22,2274.39,0,6.19,15.99
1996-05-23,2263.06,0,4.61,15.9
1996-05-24,2252.64,0,4.58,15.48
1996-05-25,2241.04,0,3.62,15.69
1996-05-26,2230,0,4.08,16.09
1996-05-27,2217.03,0.25,4.65,16.06
1996-05-28,2205.04,0.25,2.95,15.76
1996-05-29,2192.6,0.05,3.32,15.65
1996-05-30,2179.72,0,2.7,15.53
1996-05-31,2166.78,0,2.78,15.67
1996-06-01,2150.52,0,2.07,18.11
1996-06-02,2134.37,0,2.38,18.45
1996-06-03,2117.36,0,2.55,18.52
1996-06-04,2100.93,0,2.12,18.26
1996-06-05,2085.1,0,1.87,18.12
1996-06-06,2070.29,0,1.94,18.24
1996-06-07,2053.72,0.95,2.64,18.16
1996-06-08,2038.99,0.05,2.26,18.21
1996-06-09,2023.2,0,2.23,18.41
1996-06-10,2007.06,7.65,4.57,18.36
1996-06-11,1991.82,0.15,2.83,18.38
1996-06-12,1975.68,0,3.14,18.34
1996-06-13,1959.52,0,2.06,19.83
1996-06-14,1942.26,0,2,20.07
1996-06-15,1925.55,0.3,1.98,19.92
1996-06-16,1908.1,10.5,5.51,19.9
1996-06-17,1901.85,54.55,10.59,15.26
1996-06-18,1922.42,25.4,41.08,15.91
1996-06-19,1936.19,0,59.45,48.4
1996-06-20,1926.89,5.85,29.06,42.97
1996-06-21,1903.44,16.35,25.9,51.79
1996-06-22,1877.81,5.75,26.4,51.87
1996-06-23,1857.34,0.1,30.57,51.75
