Date,sto,rain,inflow,outflow
2007-01-10,2595.44,0,1.37,14.7
2007-01-11,2587.58,0,0.73,8.6
2007-01-12,2580.56,0,1.46,8.48
2007-01-13,2572.61,0,0.62,8.57
2007-01-14,2567.99,0,3.65,8.28
2007-01-15,2560.61,0,1.2,8.59
2007-01-16,2555.77,0,3.61,8.45
2007-01-17,2548.42,0,0.72,8.07
2007-01-18,2541.09,0,1.35,8.68
2007-01-19,2533.89,0,1.51,8.71
2007-01-20,2526.9,0,1.56,8.55
2007-01-21,2518.69,0.05,0.32,8.53
2007-01-22,2513.92,0.55,3.8,8.57
2007-01-23,2506.68,0,1.37,8.61
2007-01-24,2498.94,0,0.84,8.58
2007-01-25,2493.07,0.15,1.82,7.69
2007-01-26,2485.78,0.1,0.49,7.78
2007-01-27,2481.38,0.05,3.37,7.77
2007-01-28,2475.46,0.65,1.85,7.77
2007-01-29,2471.17,1.65,3.4,7.69
2007-01-30,2465.37,0.85,1.93,7.73
2007-01-31,2457.67,0,0.13,7.78
2007-02-01,2451.49,0,1.78,7.95
2007-02-02,2444.74,0,0.88,7.63
2007-02-03,2440,0.05,3.08,7.81
2007-02-04,2434.19,0,1.57,7.39
2007-02-05,2426.99,0,0.71,7.91
2007-02-06,2416.56,0,0.73,11.16
2007-02-07,2408.63,0,3.01,10.94
2007-02-08,2400.32,2.55,2.74,11.06
2007-02-09,2389.97,0.85,0.84,11.19
2007-02-10,2380.73,1.1,1.96,11.2
2007-02-11,2372.88,0.1,3.31,11.15
2007-02-12,2362.23,0.05,0.48,11.14
2007-02-13,2356.37,8.5,5.28,11.13
2007-02-14,2349.64,7.3,4.47,11.2
2007-02-15,2338.65,0.15,0.21,11.19
2007-02-16,2332.84,0.3,5.37,11.19
2007-02-17,2322.31,0,0.68,11.21
2007-02-18,2315.65,0,4.55,11.22
2007-02-19,2304.78,0,0.33,11.19
2007-02-20,2298.86,0.15,4.35,10.28
2007-02-21,2290.17,0,1.7,10.38
2007-02-22,2283.41,0,3.59,10.35
2007-02-23,2274.21,0,1.15,10.34
2007-02-24,2266.54,0,2.77,10.45
2007-02-25,2261.55,0,5.41,10.4
2007-02-26,2252.97,0,1.64,10.22
2007-02-27,2246.12,0,3.39,10.23
2007-02-28,2237.12,0,1.34,10.34
2007-03-01,2229.62,0,3.58,11.08
2007-03-02,2223.53,15.85,5.05,11.14
2007-03-03,2215.83,0.2,3.39,11.09
2007-03-04,2214.36,24.9,8.05,9.51
2007-03-05,2241.85,3.3,38.67,11.18
2007-03-06,2274.45,0,43.71,11.12
2007-03-07,2289.96,0,26.63,11.12
2007-03-08,2299.71,0.1,20.66,10.91
2007-03-09,2301.06,0,12.54,11.19
2007-03-10,2304.37,2.45,14.42,11.11
2007-03-11,2305.56,0.05,12.46,11.27
2007-03-12,2303.94,0,9.52,11.14
2007-03-13,2301.23,0,8.5,11.2
2007-03-14,2296.3,0,6.32,11.25
2007-03-15,2292.95,0.05,7.86,11.22
2007-03-16,2285.8,0.3,4.08,11.22
2007-03-17,2281.87,0.8,7.29,11.22
2007-03-18,2276.49,0.05,5.66,11.05
2007-03-19,2271.32,0.15,5.99,11.16
2007-03-20,2264.6,0,4.42,11.14
2007-03-21,2259.25,1.7,5.72,11.07
2007-03-22,2252.18,0.35,4.17,11.24
2007-03-23,2247.44,0.1,6.37,11.11
2007-03-24,2239.98,16.5,3.88,11.34
2007-03-25,2059.63,0.05,10.69,10.94
2007-03-26,2060.56,0.3,12.06,11.13
2007-03-27,2241.41,0.8,11.89,11.09
2007-03-28,2243.19,14.35,12.95,11.17
2007-03-29,2246.58,11.3,14.53,11.14
2007-03-30,2257.42,1.4,21.93,11.1
2007-03-31,2298.45,22.15,52.28,11.24
2007-04-01,2368.36,0,81.02,11.11
2007-04-02,2408.45,0.3,51.19,11.11
2007-04-03,2430.77,0.8,33.85,11.54
2007-04-04,2445.05,0.55,25.48,11.2
2007-04-05,2451.6,0,17.72,11.16
2007-04-06,2458.87,0,18.47,11.2
2007-04-07,2460.86,0,13.15,11.15
2007-04-08,2463.01,0.05,13.33,11.19
2007-04-09,2462.02,0,10.03,11.02
2007-04-10,2462.15,3.95,11.27,11.14
2007-04-11,2459.51,0,10.23,12.87
2007-04-12,2454.85,4.1,8.3,12.97
2007-04-13,2452.22,6.7,10.24,12.87
2007-04-14,2451.45,0,12.11,12.87
2007-04-15,2450.13,0.15,11.17,12.49
2007-04-16,2449.18,1.35,11.94,12.89
2007-04-17,2444.35,3.2,8.17,13
2007-04-18,2441.19,0,9.8,12.96
2007-04-19,2437.66,0,9.33,12.86
2007-04-20,2435.8,8.5,11.19,13.05
2007-04-21,2428.42,2.05,5.53,12.91
2007-04-22,2426.39,1,10.73,12.77
2007-04-23,2422.15,0,8.74,12.98
2007-04-24,2418.47,0,9.26,12.94
2007-04-25,2416.06,0.15,10.46,12.87
2007-04-26,2409.09,0,5.94,12.91
2007-04-27,2403.95,0,7.69,12.83
2007-04-28,2396.99,0,5.52,12.48
2007-04-29,2388.77,0,4.53,12.75
2007-04-30,2382.75,0.25,6.91,12.93
2007-05-01,2374.21,15.4,5.33,13.88
2007-05-02,2370.02,0.55,9.59,13.78
2007-05-03,2362.41,0,5.92,13.53
2007-05-04,2356.98,0,8.72,14.16
2007-05-05,2349.39,0,6.21,13.79
2007-05-06,2343.98,0,8.21,13.62
2007-05-07,2334.28,0,4.08,13.79
2007-05-08,2325.67,0,5.18,13.78
2007-05-09,2317.97,6.1,6.05,13.75
2007-05-10,2308.11,0,3.91,13.77
2007-05-11,2297.05,0,2.73,13.8
2007-05-12,2291.15,13.15,7.89,13.79
2007-05-13,2279.61,0.1,2.26,13.8
2007-05-14,2272.87,5.15,6.93,13.67
2007-05-15,2265.62,0,6.47,13.72
2007-05-16,2261.55,35.15,9.71,13.78
2007-05-17,2276.58,7.45,28.91,13.88
2007-05-18,2304.5,9.3,41.71,13.79
2007-05-19,2325.65,2,34.86,13.71
2007-05-20,2339.72,0.1,27.71,13.65
2007-05-21,2346.94,0,21.1,13.88
2007-05-22,2346.78,0,18.78,18.94
2007-05-23,2342.62,0,14.73,18.89
2007-05-24,2339.01,23.6,15.38,18.99
2007-05-25,2339.56,3.85,19.48,18.94
2007-05-26,2344.47,0,23.88,18.97
2007-05-27,2343.59,0,18.28,19.16
2007-05-28,2339.1,0,14.52,19.01
2007-05-29,2332.62,1.25,12.48,18.95
2007-05-30,2326.16,0.9,12.49,18.95
2007-05-31,2316.28,0,9.04,18.92
2007-06-01,2302.49,0,9.42,23.21
2007-06-02,2285.53,0,6.3,23.26
2007-06-03,2269.55,0,6.62,22.61
2007-06-04,2253.48,0,7.3,23.37
2007-06-05,2235.21,0.05,5.14,23.41
2007-06-06,2216.68,0,4.87,23.39
2007-06-07,2197.75,0.4,4.84,23.77
2007-06-08,2179.11,10.2,4.64,23.28
2007-06-09,2163.83,0,4.57,19.85
2007-06-10,2149.49,0,5.69,20.04
2007-06-11,2135.55,0,5.8,19.74
2007-06-12,2120.49,0,4.84,19.9
2007-06-13,2103.34,2.1,2.6,19.75
2007-06-14,2086.95,3.35,3.42,19.8
2007-06-15,2072.31,0,5.37,20.01
2007-06-16,2053.3,0,0.65,19.66
2007-06-17,2036.87,0,3.11,19.54
2007-06-18,2019.87,0,3.24,20.08
2007-06-19,2002.35,0,2.35,19.88
2007-06-20,1984.93,0,2.37,19.79
2007-06-21,1965.73,12.7,0.76,19.96
2007-06-22,1950.58,2.9,4.66,19.78
2007-06-23,1935.83,0.4,5.19,19.94
2007-06-24,1922.91,12.95,6.12,19.04
2007-06-25,1912.66,8.2,9.52,19.77
2007-06-26,1897.66,0.05,4.77,19.78
2007-06-27,1883.97,0,5.97,19.65
2007-06-28,1870.04,29.7,5.82,19.75
2007-06-29,1875.94,7.05,20.61,14.71
2007-06-30,1893.32,0.2,29.86,12.47
2007-07-01,1912.4,20.6,31.51,12.43
2007-07-02,1939.96,23.75,35.79,8.23
2007-07-03,1977.39,0.85,50.08,12.64
2007-07-04,2011.43,13.1,49.25,15.22
2007-07-05,2049.15,0.4,58.89,21.17
2007-07-06,2070.18,0,42.16,21.13
2007-07-07,2077.56,0.8,28.64,21.26
2007-07-08,2075.45,2.05,18.95,21.06
2007-07-09,2071.67,2.65,17.39,21.17
2007-07-10,2084.76,33.75,34.29,21.2
2007-07-11,2133.23,17.85,69.73,21.26
2007-07-12,2222.45,17.9,104.39,15.16
2007-07-13,2292.36,0,85.06,15.15
2007-07-14,2327.51,0.6,50.22,15.08
2007-07-15,2346.71,0.1,34.42,15.21
2007-07-16,2362.85,16.55,31.32,15.18
2007-07-17,2379.4,6.25,37.62,21.07
2007-07-18,2392.57,0,34.58,21.41
2007-07-19,2418.02,34.8,46.68,21.23
2007-07-20,2500.9,3,120.72,37.85
2007-07-21,2540.23,2.35,73.37,34.04
2007-07-22,2549.97,0,45.74,36
2007-07-23,2545.68,0,33.95,38.24
2007-07-24,2557.78,17.75,50.61,38.5
2007-07-25,2583.42,4.45,64.12,38.48
2007-07-26,2593.17,0.05,46.9,37.15
2007-07-27,2584.48,0,28.53,37.21
2007-07-28,2572,0,24.74,37.23
2007-07-29,2561,17,26.28,37.28
2007-07-30,2544.99,0.15,21.2,37.21
2007-07-31,2557.79,0,28.48,15.68
2007-08-01,2563.94,14,21.75,15.59
2007-08-02,2571.94,3.85,23.59,15.6
2007-08-03,2583.3,10.1,27.06,15.7
2007-08-04,2627.14,50.05,59.45,15.61
2007-08-05,2866.79,24.45,276.12,36.47
2007-08-06,3009.82,13.9,202.71,59.68
2007-08-07,3079.79,9.45,131.3,61.33
2007-08-08,3168.98,55.35,150.49,61.3
2007-08-09,3475.8,78.45,368.31,61.49
2007-08-10,3853.19,29.7,436.47,59.09
2007-08-11,3934.43,0.9,227.73,146.49
2007-08-12,3872.82,1.25,134.5,196.11
2007-08-13,3828.68,1.1,77.92,122.06
2007-08-14,3618.56,2.8,46.19,73.94
2007-08-15,3581.29,2.45,39.11,76.38
2007-08-16,3725.24,4.7,37.08,76.2
2007-08-17,3675.78,0,27.3,76.76
2007-08-18,3451.37,1.3,21.6,61.56
2007-08-19,3594.46,11.6,20.98,62.69
2007-08-20,3551.62,0.4,19.97,62.81
2007-08-21,3504.38,1.25,15.35,62.59
2007-08-22,3462.97,2.8,21.03,62.44
2007-08-23,3241.88,0,10.34,44.94
2007-08-24,3208.84,0,12.47,45.51
2007-08-25,3373.59,0.05,10.56,32.4
2007-08-26,3353.58,1.6,12.64,32.65
2007-08-27,3338.72,47.45,16.21,31.07
2007-08-28,3389.17,12.4,82.03,31.57
2007-08-29,3466.18,29.05,102.98,25.97
2007-08-30,3554.97,8.1,114.76,25.98
2007-08-31,3588.28,0,80.89,47.57
2007-09-01,3620.19,25.65,75.12,43.21
2007-09-02,3730.95,13.8,146.17,35.41
2007-09-03,3808.29,5.05,118.63,41.29
2007-09-04,3829.6,2.95,85.57,64.26
2007-09-05,3837.79,22.3,69.49,61.31
2007-09-06,3918.83,30.25,144.8,63.75
2007-09-07,4048.76,1.25,191.99,62.07
2007-09-08,4098.58,0.15,106.55,56.72
2007-09-09,4105.75,0,63.83,56.67
2007-09-10,4092.86,0,43.76,56.65
2007-09-11,4068.18,0,32.84,57.51
2007-09-12,4035.33,0,25.56,58.4
2007-09-13,4001.03,0,21.56,55.87
2007-09-14,3965.31,37.25,23.38,59.1
2007-09-15,4183.36,70.8,324.77,106.73
2007-09-16,4215.56,21.2,261.32,229.12
2007-09-17,4177.26,14.25,275.38,313.68
2007-09-18,4080.86,15,192.8,289.2
2007-09-19,4119.24,17.8,121.52,83.14
2007-09-20,4225.11,6.1,144.93,39.06
2007-09-21,4279.78,1.35,77.56,22.9
2007-09-22,4307.74,9.45,51.25,23.29
2007-09-23,4328.58,0.25,44.25,23.41
2007-09-24,4349.8,0.45,37.54,16.31
2007-09-25,4368.63,0,32.15,13.32
2007-09-26,4380.29,0,27.97,16.31
2007-09-27,4384.37,8.75,20.55,16.47
2007-09-28,4394.95,5.55,26.19,15.62
2007-09-29,4402.52,0.15,23.79,16.22
2007-09-30,4222.74,0.15,19.48,16.14
2007-10-01,4225.55,0.6,19.34,16.53
2007-10-02,4406.41,0.35,14.76,17.04
2007-10-03,4405,0.45,15.58,16.98
2007-10-04,4402.73,2.75,14.45,16.72
2007-10-05,4397.43,0,12.09,17.38
2007-10-06,4393.21,0,12.94,17.16
2007-10-07,4387.06,0.05,10.76,16.91
2007-10-08,4379.18,0,9.41,17.29
2007-10-09,4372.7,0,10.33,16.8
2007-10-10,4362.91,0.05,7.56,17.36
2007-10-11,4353.13,0,7.38,17.16
2007-10-12,4345.29,0,9.05,16.89
2007-10-13,4335.54,0,7.26,17.02
2007-10-14,4327.52,0.2,9.11,17.13
2007-10-15,4314.69,0.35,4.73,17.55
2007-10-16,4303.61,1.2,6.32,17.41
2007-10-17,4292.54,1.35,6.24,17.3
2007-10-18,4282.55,0,7.21,17.2
2007-10-19,4271.2,1.8,5.8,17.15
2007-10-20,4261.04,0,7.3,17.46
2007-10-21,4249.53,0,5.85,17.37
2007-10-22,4238.13,0,4.15,15.55
2007-10-23,4229.92,0,5.43,13.64
2007-10-24,4223.41,0,6.79,13.3
2007-10-25,4216.06,5.7,5.88,13.23
2007-10-26,4206.52,4.5,4.49,14.03
2007-10-27,4200.34,0,8.36,14.54
2007-10-28,4188.95,5.2,3.38,14.77
2007-10-29,4180.08,0.15,6.01,14.88
2007-10-30,4169.56,0,4.3,14.83
2007-10-31,4160.2,0,5.43,14.79
2007-11-01,4147.96,0,5.2,17.44
2007-11-02,4125.75,0,0.48,22.7
2007-11-03,4108.47,0,4.75,22.02
2007-11-04,4100.76,0,6,13.72
2007-11-05,4091.21,0,4.69,14.23
2007-11-06,4070.58,0,1.87,22.5
2007-11-07,3872.72,0,4.11,18.96
2007-11-08,3853.09,0,3.03,22.67
2007-11-09,4015.17,0.5,1.65,22.54
2007-11-10,3813.87,0.05,3.58,21.91
2007-11-11,3795.77,0,3.73,21.84
2007-11-12,3959.47,0,3.51,22.62
2007-11-13,3940.94,0,3.86,22.4
2007-11-14,3922.32,0,3.98,22.6
2007-11-15,3902.16,0.05,2.65,22.81
2007-11-16,3888.71,0,1.15,14.59
2007-11-17,3874.81,0,0.89,14.78
2007-11-18,3865.94,0,5.9,14.77
2007-11-19,3853.38,0.05,2.13,14.68
2007-11-20,3841.66,0.8,3.01,14.74
2007-11-21,3828.68,2.6,1.97,14.95
2007-11-22,3813.33,0.1,1.4,16.75
2007-11-23,3800.58,11,3.58,16.34
2007-11-24,3788.17,2.2,4.03,16.43
2007-11-25,3778.33,0,6.6,16.44
2007-11-26,3769.13,0.1,3.76,12.95
2007-11-27,3759.17,0,3.11,13.08
2007-11-28,3750.01,0.25,3.94,13.1
2007-11-29,3741.18,0.25,4.09,12.92
2007-11-30,3732.38,0,4.09,12.89
2007-12-01,3722.95,0,3.35,12.77
2007-12-02,3711.5,0.1,1.15,12.6
2007-12-03,3701.18,0.05,2.9,13.22
2007-12-04,3690.09,0.05,2.12,13.21
2007-12-05,3680.6,0,3.46,12.96
2007-12-06,3668.78,0.25,1.13,12.95
2007-12-07,3659.32,2.5,3.64,13.1
2007-12-08,3649.42,0.05,3.25,13.15
2007-12-09,3638.44,0,2.02,12.99
2007-12-10,3628.73,0.2,3.41,13.13
2007-12-11,3619.03,2.35,3.2,12.9
2007-12-12,3607.35,0,1.23,12.91
2007-12-13,3596.47,0,1.9,12.79
2007-12-14,3585.92,0,2.55,13.1
2007-12-15,3575.86,1.6,3.05,13.12
2007-12-16,3565.36,0,2.54,13.04
2007-12-17,3554.11,0.05,1.91,13.15
2007-12-18,3544.88,0,3.87,13.11
2007-12-19,3532.92,0.05,1.13,13.09
2007-12-20,3520.67,0.05,0.69,12.93
2007-12-21,3511.81,0,4.24,13.1
2007-12-22,3500.69,0,2,13.12
2007-12-23,3491.56,0,3.91,13.04
2007-12-24,3478.97,0,0.56,13.15
2007-12-25,3467.93,0,2.04,13.09
2007-12-26,3454.96,0,0.18,13.15
2007-12-27,3443.97,0.95,2.19,13.18
2007-12-28,3431.06,1.5,0.2,13.11
2007-12-29,3422.37,0.15,4.64,13.33
2007-12-30,3409.53,0.05,0.51,13.36
2007-12-31,3397.46,0,0.91,12.97
2008-01-01,3387.35,0,2.89,13.01
2008-01-02,3376.82,0,2.54,13.06
2008-01-03,3364.1,0.05,0.36,13.08
2008-01-04,3352.89,0,1.8,13.01
2008-01-05,3341.71,0,1.76,12.88
2008-01-06,3329.82,0,1.07,12.96
2008-01-07,3317.22,0,0.55,13.15
2008-01-08,3306.12,0,1.98,13.07
2008-01-09,3294.74,0,1.63,13.01
2008-01-10,3284.85,0,2.86,12.75
2008-01-11,3274.57,10.65,2.64,12.93
2008-01-12,3263.58,3.3,2.27,13.26
2008-01-13,3252.61,0.11,2.05,13.01
2008-01-14,3240.53,0.3,1.19,13.27
2008-01-15,3229.62,0,2.1,13.01
2008-01-16,3218.02,0,1.47,13.07
2008-01-17,3207.17,0,2.03,12.88
2008-01-18,3194.9,0,0.65,12.92
2008-01-19,3182.67,0,0.77,13
2008-01-20,3177.34,1.65,4.27,9.6
2008-01-21,3167,2.75,0.87,11.2
2008-01-22,3155.98,2.9,0.22,11.25
2008-01-23,3147.12,2.2,2.38,11.24
2008-01-24,3136.56,0.05,0.78,11.34
2008-01-25,3127.04,0,1.71,11.23
2008-01-26,3117.24,0,1.47,11.27
2008-01-27,3107.76,0.05,1.35,10.83
2008-01-28,3097.6,0,1.32,11.48
2008-01-29,3087.88,0.05,1.57,11.29
2008-01-30,3078.47,0.05,1.87,11.27
2008-01-31,3070.88,0,3.65,11.24
2008-02-01,3059.44,0,0.69,12.13
2008-02-02,3050.79,0,0.83,9.48
2008-02-03,3041.47,0,0.33,9.65
2008-02-04,3027.42,0,0.08,14.03
2008-02-05,3014.5,0,0.84,13.77
2008-02-06,3005.3,0,1.76,10.88
2008-02-07,2994.77,0,0.39,10.92
2008-02-08,2983.98,0,0.83,11.61
2008-02-09,2975.53,0,2.76,11.21
2008-02-10,2965.75,0,1.14,10.88
2008-02-11,2954.64,0,0.81,11.92
2008-02-12,2943.56,0,0.35,11.43
2008-02-13,2932.51,0,0.47,11.52
2008-02-14,2923.49,0,2.45,11.46
2008-02-15,2912.49,0,0.47,11.47
2008-02-16,2901.8,0,0.54,11.12
2008-02-17,2891.52,0,0.67,10.95
2008-02-18,2880.6,0,0.55,11.46
2008-02-19,2870.38,0,1.33,11.55
2008-02-20,2859.52,0,0.56,11.41
2008-02-21,2850.01,0,1.94,11.46
2008-02-22,2839.21,2.5,0.68,11.48
2008-02-23,2828.82,0.1,0.46,10.85
2008-02-24,2818.72,0.05,0.77,10.86
2008-02-25,2808.65,1,1.51,11.58
2008-02-26,2797.96,2.1,0.74,11.43
2008-02-27,2787.3,0,0.78,11.44
2008-02-28,2777.95,0,2.19,11.53
2008-02-29,2766.7,0.05,0.3,11.55
2008-03-01,2758.05,0,2.17,10.82
2008-03-02,2748.13,0,1.06,10.98
2008-03-03,2739.89,3.5,3.4,11.64
2008-03-04,2729.01,4.4,0.73,11.61
2008-03-05,2717.9,0.05,0.34,11.45
2008-03-06,2707.45,1.2,1,11.45
2008-03-07,2684.35,0.15,0.38,23.49
2008-03-08,2662.65,0.07,0.87,22.56
2008-03-09,2641.35,0,0.33,21.63
2008-03-10,2619.33,0,1.19,23.2
2008-03-11,2598.45,0.01,2.37,23.25
2008-03-12,2576.87,0.15,1.73,23.3
2008-03-13,2555.46,2.5,1.84,23.26
2008-03-14,2534.71,2.05,2.26,23.01
2008-03-15,2518.23,0,4.19,20.67
2008-03-16,2505.21,0,7.79,20.81
2008-03-17,2486.8,0.1,4.91,23.32
2008-03-18,2469.52,0,6.03,23.31
2008-03-19,2450.06,0.35,3.82,23.28
2008-03-20,2433,0,6.07,23.13
2008-03-21,2411.18,0,1.2,23.01
2008-03-22,2405.1,1,4.59,10.67
2008-03-23,2408.47,31.13,14.11,10.74
2008-03-24,2420.69,3,23.64,11.42
2008-03-25,2438.42,0.31,29.49,11.75
2008-03-26,2451.03,0.31,24.12,11.5
2008-03-27,2456.17,1.6,16.65,11.51
2008-03-28,2459.09,0.03,14.44,11.52
2008-03-29,2457.43,6.1,9.19,10.85
2008-03-30,2457.7,1.65,11.15,10.88
2008-03-31,2458.19,4.05,12.05,11.56
2008-04-01,2456.39,0.1,9.7,11.5
2008-04-02,2454.88,2.59,9.83,11.34
2008-04-03,2454.01,0,10.61,11.48
2008-04-04,2452.57,0,10.23,11.67
2008-04-05,2452.85,0,11.01,10.73
2008-04-06,2450.62,0,8.11,10.34
2008-04-07,2449.4,0.15,10.67,11.89
2008-04-08,2449.83,0,11.96,11.53
2008-04-09,2447.25,7.1,8.77,11.36
2008-04-10,2446.53,3.4,10.96,11.68
2008-04-11,2450.2,0,15.16,11.5
2008-04-12,2455.82,0.05,16.69,11.07
2008-04-13,2459.37,4.2,14.67,11.12
2008-04-14,2459.82,0,11.99,11.55
2008-04-15,2460.34,0,12.14,11.61
2008-04-16,2458.1,0,9.53,11.77
2008-04-17,2456.66,0.65,9.92,11.36
2008-04-18,2453.12,0,7.88,11.42
2008-04-19,2451.32,0,9.06,10.86
2008-04-20,2448,0,7.47,10.78
2008-04-21,2444.33,0,7.74,11.41
2008-04-22,2438.36,0.25,5.48,11.46
2008-04-23,2426.52,3.21,4.99,16.84
2008-04-24,2413.38,0,8.08,21.22
2008-04-25,2395.14,1.95,2.87,21.1
2008-04-26,2378.58,8.7,4.11,20.68
2008-04-27,2363.79,0.96,6.28,21.06
2008-04-28,2345.78,0.05,3.97,21.98
2008-04-29,2329.11,0,5.28,21.95
2008-04-30,2310.5,0,3.22,21.83
2008-05-01,2293.33,0,4.97,22.14
2008-05-02,2274.81,0,3.63,22.15
2008-05-03,2255.62,0,1.01,20.19
2008-05-04,2242.29,0.02,5.99,19.33
2008-05-05,2221.99,1.32,0.81,21.11
2008-05-06,2203.54,0.01,3.65,22.09
2008-05-07,2184.34,1.52,3.09,22.29
2008-05-08,2169.91,0.08,3.14,17.57
2008-05-09,2154.79,0,0.1,15.15
2008-05-10,2142.22,0,1.84,14.41
2008-05-11,2129.7,0,0.28,12.8
2008-05-12,2116.38,0,1.75,15.04
2008-05-13,2103.97,7.19,2.6,15.01
2008-05-14,2091.94,0.01,1.46,13.5
2008-05-15,2082.89,0,2.72,11.76
2008-05-16,2070.83,0,1.41,13.47
2008-05-17,2062.38,0,3.85,12.31
2008-05-18,2056.46,38.79,6.03,11.95
2008-05-19,2055.29,8.89,10.95,12.11
2008-05-20,2053.82,0.09,10.78,12.25
2008-05-21,2051.96,1.1,10.42,12.28
2008-05-22,2047.82,0,8.12,12.26
2008-05-23,2043.06,0,7.46,12.22
2008-05-24,2037.4,0,6.52,12.18
2008-05-25,2028.51,0.02,3.18,12.08
2008-05-26,2022.26,0.04,5.92,12.16
2008-05-27,2011.59,0.01,1.62,12.3
2008-05-28,2005.66,15.9,6.21,12.13
2008-05-29,1999.75,0,6.34,12.25
2008-05-30,1992,3.8,4.46,12.21
2008-05-31,1984.69,0.08,4.77,12.08
2008-06-01,1978.4,0,5.26,11.56
2008-06-02,1968.19,1.66,2.08,12.28
2008-06-03,1960.36,0.92,4.35,12.18
2008-06-04,1952.04,2.29,3.81,12.13
2008-06-05,1943.83,13.73,3.9,12.11
2008-06-06,1937.62,0.05,6.05,12.25
2008-06-07,1929.54,0,4.09,12.17
2008-06-08,1925.51,2.88,8.13,12.16
2008-06-09,1917.31,0.16,3.92,12.13
2008-06-10,1909.84,0,4.45,11.92
2008-06-11,1902.44,0,3.89,11.28
2008-06-12,1894.87,1.2,3.68,11.25
2008-06-13,1886.95,0.41,3.29,11.21
2008-06-14,1879.07,0.01,3.39,11.27
2008-06-15,1868.96,0,1.13,11.25
2008-06-16,1860.36,0,2.64,11.24
2008-06-17,1850.54,0,2.2,12.02
2008-06-18,1848.76,43.23,9.96,11.74
2008-06-19,1853.49,0.02,16,11.27
2008-06-20,1856.01,0,13.81,11.3
2008-06-21,1855.23,0.32,10.55,11.33
2008-06-22,1853.68,3.43,9.78,11.33
2008-06-23,1847.89,0,5.58,11.38
2008-06-24,1844.15,0,7.16,10.89
2008-06-25,1838.61,0,5.61,11.15
2008-06-26,1832.05,0,4.32,10.89
2008-06-27,1825.52,4.42,4.4,10.92
2008-06-28,1820.91,7.47,6.21,10.82
2008-06-29,1816.85,13.25,6.88,10.95
2008-06-30,1817.38,0,11.31,10.78
2008-07-01,1815.52,0,8.16,10.01
2008-07-02,1812.8,3.75,7.34,10.06
2008-07-03,1813.51,8.36,10.7,9.99
2008-07-04,1814.08,0,10.56,9.99
2008-07-05,1812.57,0,8.5,10.02
2008-07-06,1809.14,0,6.57,10
2008-07-07,1804.39,0,5.2,9.95
2008-07-08,1800.41,0,5.98,9.95
2008-07-09,1794.36,0,3.9,9.95
2008-07-10,1788.65,0,4.26,9.98
2008-07-11,1781.47,0,2.82,10
2008-07-12,1775.67,3.23,4.17,9.97
2008-07-13,1780.78,21.73,15.08,9.96
2008-07-14,1778.23,1.5,7.52,10.07
2008-07-15,1776.38,2.51,8.1,9.95
2008-07-16,1773.53,11.75,7.09,9.94
2008-07-17,1773.03,2.67,9.55,10.05
2008-07-18,1772.09,0,9.04,9.97
2008-07-19,1795.21,42.97,33.18,10.06
2008-07-20,1865.14,32.72,79.95,10.03
2008-07-21,1927.27,1.91,72.09,9.95
2008-07-22,1963.03,0.89,41.32,5.56
2008-07-23,1980.3,0.54,31.08,13.8
2008-07-24,2180.05,147.17,208.94,9.19
2008-07-25,2942.94,49.6,775,12.11
2008-07-26,3212.27,22,298.67,29.34
2008-07-27,3329.74,2.43,146.89,29.42
2008-07-28,3392.74,0,81.09,18.09
2008-07-29,3383.97,0.02,50.5,59.28
2008-07-30,3360.18,10.41,39.31,63.09
2008-07-31,3320.46,0.14,30.84,70.56
2008-08-01,3267.5,0,21.85,74.81
2008-08-02,3213.16,23.38,22.42,76.76
2008-08-03,3295.33,30.89,138.48,56.31
2008-08-04,3303.78,0.03,61.44,52.99
2008-08-05,3282,0,36.33,58.12
2008-08-06,3265.08,0,28.9,45.81
2008-08-07,3247.44,0,21.82,39.47
2008-08-08,3219.41,0.04,11.98,40.01
2008-08-09,3212.09,3.49,15.22,22.55
2008-08-10,3203.82,0.29,14.2,22.47
2008-08-11,3190.98,0.02,9.56,22.4
2008-08-12,3187.84,28.52,19.41,22.55
2008-08-13,3187.08,8.82,21.72,22.49
2008-08-14,3191.01,14.26,23.89,19.96
2008-08-15,3207.33,10.51,36.21,19.89
2008-08-16,3270.33,23.33,78.55,15.54
2008-08-17,3297.87,0.1,58.13,30.59
2008-08-18,3326.88,38.13,64.57,35.56
2008-08-19,3391.48,0.34,99.7,35.1
2008-08-20,3417.77,0.81,61.81,35.53
2008-08-21,3438.65,0.09,40.81,19.93
2008-08-22,3468.86,57.61,50.13,19.91
2008-08-23,3616.71,7.65,167.59,19.74
2008-08-24,3721.7,0.02,124.92,19.92
2008-08-25,3773.62,0.3,71.83,19.92
2008-08-26,3785.65,0,47.44,35.41
2008-08-27,3784.89,0.63,34.78,35.53
2008-08-28,3784.88,0,26.93,26.95
2008-08-29,3780.34,0,22.32,26.85
2008-08-30,3773.3,0,19.94,26.98
2008-08-31,3762.53,0,14.95,25.72
2008-09-01,3757.58,22.82,16.67,21.61
2008-09-02,3778.46,22.92,42.65,21.77
2008-09-03,3795.53,0,38.7,21.63
2008-09-04,3803.98,0,30.09,21.63
2008-09-05,3803.63,0,21.34,21.68
2008-09-06,3808.22,0.28,18.41,13.83
2008-09-07,3809.25,0,14.95,13.92
